Athlete,College Grade,Name of College,Coll Time,Year,College Conf,College All-Conf,College AA,Olympian,College Division,Event,,,,
Charlotte Cayton-Smith,,,,2019,SEC,1,0,0,D1,800m,,,,
Jennifer Edobi,,,,2019,SEC,0,0,0,D1,800m,,,,
Karina Liz,,,,2019,SEC,0,0,0,D1,800m,,,,
Imogen Barrett,,,,2019,SEC,0,0,0,D1,800m,,,,
Haley Walker,,,,2019,SEC,0,0,0,D1,800m,,,,
Katy-Ann McDonald,,,,2019,SEC,0,0,0,D1,800m,,,,
Abbie Harrelson,,,,2019,SEC,0,0,0,D1,800m,,,,
Brittany Parker,,,,2019,SEC,0,0,0,D1,800m,,,,
Reagan Bustamante,,,,2019,SEC,0,0,0,D1,800m,,,,
Carina Viljoen,,,,2019,SEC,0,0,0,D1,800m,,,,
Hollie Parker,,,,2019,SEC,0,0,0,D1,800m,,,,
Jean Jenkins,,,,2019,SEC,0,0,0,D1,800m,,,,
Alexandra Byrnes,,,,2019,SEC,0,0,0,D1,800m,,,,
Meghan Underwood,,,,2019,SEC,0,0,0,D1,800m,,,,
Maddy Reed,,,,2019,SEC,0,0,0,D1,800m,,,,
Grace Jensen,,,,2019,SEC,0,0,0,D1,800m,,,,
Amanda Froeynes,,,,2019,SEC,0,0,0,D1,800m,,,,
Ginger Hutton,,,,2019,SEC,0,0,0,D1,800m,,,,
Halle McClintock,,,,2019,SEC,0,0,0,D1,800m,,,,
Quinn Owen,,,,2019,SEC,0,0,0,D1,800m,,,,
Carina Viljoen,,,,2019,SEC,1,0,0,D1,1500m,,,,
Lauren Gregory,,,,2019,SEC,0,0,0,D1,1500m,,,,
Devin Clark,,,,2019,SEC,0,0,0,D1,1500m,,,,
Imogen Barrett,,,,2019,SEC,1,0,0,D1,1500m,,,,
Taylor Werner,,,,2019,SEC,0,0,0,D1,1500m,,,,
Esther Gitahi,,,,2019,SEC,1,0,0,D1,1500m,,,,
Maddy Reed,,,,2019,SEC,0,0,0,D1,1500m,,,,
Nicole Gardner,,,,2019,SEC,0,0,0,D1,1500m,,,,
Sydney Brown,,,,2019,SEC,0,0,0,D1,1500m,,,,
Grace Jensen,,,,2019,SEC,0,0,0,D1,1500m,,,,
Madeleine King,,,,2019,SEC,0,0,0,D1,1500m,,,,
Meghan Underwood,,,,2019,SEC,0,0,0,D1,1500m,,,,
Ersula Farrow,,,,2019,SEC,0,0,0,D1,1500m,,,,
Jessica Drop,,,,2019,SEC,0,0,0,D1,1500m,,,,
Hollie Parker,,,,2019,SEC,0,0,0,D1,1500m,,,,
Gabrielle Wilkinson,,,,2019,SEC,0,0,0,D1,1500m,,,,
Elisabeth Bergh,,,,2019,SEC,0,0,0,D1,1500m,,,,
Jessica Pascoe,,,,2019,SEC,0,0,0,D1,1500m,,,,
Mia Meydrich,,,,2019,SEC,0,0,0,D1,1500m,,,,
Quinn Owen,,,,2019,SEC,0,0,0,D1,1500m,,,,
Ylva Traxler,,,,2019,SEC,0,0,0,D1,1500m,,,,
Katie Thronson,,,,2019,SEC,0,0,0,D1,1500m,,,,
Hannah Campbell,,,,2019,SEC,0,0,0,D1,1500m,,,,
Ginger Hutton,,,,2019,SEC,0,0,0,D1,1500m,,,,
Anna Elkin,,,,2019,SEC,0,0,0,D1,1500m,,,,
Alexis Henry,,,,2019,CCAA,1,1,0,D2,400m,,,,
Jazmine Smith,,,,2019,CCAA,1,1,0,D2,400m,,,,
Kennedy Hardemion,,,,2019,CCAA,1,0,0,D2,400m,,,,
Timarya Baynard,,,,2019,CCAA,0,0,0,D2,400m,,,,
Ayana Fields,,,,2019,CCAA,0,0,0,D2,400m,,,,
Claire Chappell,,,,2019,CCAA,0,0,0,D2,400m,,,,
Sydney Proiette,,,,2019,CCAA,0,0,0,D2,400m,,,,
Savannah Bailey,,,,2019,CCAA,0,0,0,D2,400m,,,,
Sierra Julian,,,,2019,CCAA,0,0,0,D2,400m,,,,
Hannah Williams,,,,2019,CCAA,0,0,0,D2,400m,,,,
Ellie Flint,,,,2019,CCAA,0,0,0,D2,400m,,,,
Caprina Pipion,,,,2019,CCAA,0,0,0,D2,400m,,,,
Maya Cook,,,,2019,CCAA,0,0,0,D2,400m,,,,
Mckenna Meaney,,,,2019,CCAA,0,0,0,D2,400m,,,,
Janeth Moya,,,,2019,CCAA,0,0,0,D2,400m,,,,
Maryjane Smith,,,,2019,CCAA,0,0,0,D2,400m,,,,
Erin Chessin,,,,2019,CCAA,0,0,0,D2,400m,,,,
Brittney Duquette,,,,2019,CCAA,0,0,0,D2,400m,,,,
Dericka Braden,,,,2019,CCAA,0,0,0,D2,400m,,,,
Alyssia Gonzalez,,,,2019,CCAA,0,0,0,D2,400m,,,,
Bibiana Enriquez,,,,2019,CCAA,0,0,0,D2,400m,,,,
Ryanne Napoleon,,,,2019,CCAA,0,0,0,D2,400m,,,,
Alexandra Hernandez,,,,2019,CCAA,0,0,0,D2,400m,,,,
Brailee VandenBoom,,,,2019,CCAA,0,0,0,D2,400m,,,,
London Alexander,,,,2019,CCAA,0,0,0,D2,400m,,,,
Casey Monoszlay,,,,2019,CCAA,0,0,0,D2,800m,,,,
Brittney Duquette,,,,2019,CCAA,1,0,0,D2,800m,,,,
Clarissa Garcia,,,,2019,CCAA,1,0,0,D2,800m,,,,
Akia Walker,,,,2019,CCAA,1,0,0,D2,800m,,,,
Erin Chessin,,,,2019,CCAA,0,0,0,D2,800m,,,,
Alexandra Hernandez,,,,2019,CCAA,0,0,0,D2,800m,,,,
Bibiana Enriquez,,,,2019,CCAA,0,0,0,D2,800m,,,,
Sabrina Garcia,,,,2019,CCAA,0,0,0,D2,800m,,,,
Ellie Earle-Rouse,,,,2019,CCAA,0,0,0,D2,800m,,,,
Marina McDonough,,,,2019,CCAA,0,0,0,D2,800m,,,,
Marley Jacobs,,,,2019,CCAA,0,0,0,D2,800m,,,,
Rebecca Harris,,,,2019,CCAA,0,0,0,D2,800m,,,,
Michelle Pineda,,,,2019,CCAA,0,0,0,D2,800m,,,,
Kayla Jacklich,,,,2019,CCAA,0,0,0,D2,800m,,,,
Savannah Milner,,,,2019,CCAA,0,0,0,D2,800m,,,,
Katie Hawley,,,,2019,CCAA,0,0,0,D2,800m,,,,
London Alexander,,,,2019,CCAA,0,0,0,D2,800m,,,,
Czarina Dominguez,,,,2019,CCAA,0,0,0,D2,800m,,,,
Caitlin Amburgey,,,,2019,CCAA,0,0,0,D2,800m,,,,
Arianna Garcia-Swantek,,,,2019,CCAA,0,0,0,D2,800m,,,,
Alicia Villarreal,,,,2019,CCAA,0,0,0,D2,800m,,,,
Andrea Romero,,,,2019,CCAA,0,0,0,D2,800m,,,,
MacKenzie Deeter,,,,2019,CCAA,0,0,0,D2,800m,,,,
Zoie Valencia,,,,2019,CCAA,0,0,0,D2,800m,,,,
Taylor Towne,,,,2019,CCAA,0,0,0,D2,800m,,,,
Casey Monoszlay,,,,2019,CCAA,1,0,0,D2,1500m,,,,
Angelina Ronquillo,,,,2019,CCAA,1,0,0,D2,1500m,,,,
Sabrina Garcia,,,,2019,CCAA,1,0,0,D2,1500m,,,,
Akia Walker,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Marina McDonough,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Bibiana Enriquez,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Nicole Anthony,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Alexandra Hernandez,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Desirae Jones,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Shalyn Mabritto,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Jax Heckers,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Nora Pizzella,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Michelle Pineda,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Camille Perkins,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Kendra Corey,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Clarissa Garcia,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Madalyne Coney,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Haley Boynton,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Arianna Fuentes,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Makaelyn Bickel,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Andrea Romero,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Cessair McKinney,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Brooke Roy,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Alexandria Tucker,,,,2019,CCAA,0,0,0,D2,1500m,,,,
Nicole Sreenan,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Sarah Beulla,,,,2019,GLIAC,1,0,0,D2,400m,,,,
Shayla Huebner,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Debra Wallace,,,,2019,GLIAC,1,0,0,D2,400m,,,,
Paige Dutcher,,,,2019,GLIAC,1,0,0,D2,400m,,,,
Liz Bloch,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Tiler Tyler,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Jessica Eby,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Cheyanne Davis,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Yasmine Affes,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Bois Du,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Kaila Mclaurin,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Isabella Bertolini,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Jayla Fleming,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Willow Stuedemann,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Sarah Utchel,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Kelani Benson,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Jada Williams,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Abbey Clasen,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Hannah Todd,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Yosola Olujide-Ajibade,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Laura Lyons,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Sarah Rustmann,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Riley Collins,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Kelsey Landra,,,,2019,GLIAC,0,0,0,D2,400m,,,,
Rachael Walters,,,,2019,GLIAC,1,1,0,D2,800m,,,,
Allie Ludge,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Shayla Huebner,,,,2019,GLIAC,1,1,0,D2,800m,,,,
Liz Bloch,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Tiffany Pryce,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Sarah Rustmann,,,,2019,GLIAC,1,0,0,D2,800m,,,,
Jacqueline Feist,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Destini Oler,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Lauren Huebner,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Carissa Schurr,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Jennifer Eaton,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Bois Du,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Jesse Jacobusse,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Cassie Schuster,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Lyndsey Braman,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Theresa Passe,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Kylie Hutchinson,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Amanda Johnson,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Lauren Konkol,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Amanda Aquinaga,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Hannah Jones,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Jeannee Hill,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Olivia Bordewyk,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Madisyn Estkowski,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Lydia Heimonen,,,,2019,GLIAC,0,0,0,D2,800m,,,,
Allie Ludge,,,,2019,GLIAC,1,1,0,D2,1500m,,,,
Liz Bloch,,,,2019,GLIAC,1,1,0,D2,1500m,,,,
Rachael Walters,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Abby Crouch,,,,2019,GLIAC,1,0,0,D2,1500m,,,,
Jenna Keiser,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Madison Goen,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Sarah Rustmann,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Amanda Johnson,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Sydney Kreger,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Holly McKinney,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Kylie Hutchinson,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Jacqueline Feist,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Jennifer Eaton,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Emily Byrd,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Theresa Passe,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Kathryn Etelamaki,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Anna Kelley,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Carly Huggins,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Olivia Bordewyk,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Madi Brooks,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Gabrielle Feber,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Jeannee Hill,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Robyn Holmes,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Teresa Diehl,,,,2019,GLIAC,0,0,0,D2,1500m,,,,
Ashley Reyna-Padilla,,,,2019,GLVC,1,0,0,D2,400m,,,,
Teresa Zaragueta,,,,2019,GLVC,1,0,0,D2,400m,,,,
Mary Watts,,,,2019,GLVC,1,0,0,D2,400m,,,,
Heather Batterham,,,,2019,GLVC,0,0,0,D2,400m,,,,
Edina Catic,,,,2019,GLVC,0,0,0,D2,400m,,,,
Sofia Carias,,,,2019,GLVC,0,0,0,D2,400m,,,,
Vivica Phillips,,,,2019,GLVC,0,0,0,D2,400m,,,,
Ashleigh Macleod,,,,2019,GLVC,0,0,0,D2,400m,,,,
Talia Robinson,,,,2019,GLVC,0,0,0,D2,400m,,,,
Lydia Alipio,,,,2019,GLVC,0,0,0,D2,400m,,,,
Isabel Bradley,,,,2019,GLVC,0,0,0,D2,400m,,,,
Lexi Yoggerst,,,,2019,GLVC,0,0,0,D2,400m,,,,
Kyla Chalmers,,,,2019,GLVC,0,0,0,D2,400m,,,,
Abbey Galusha,,,,2019,GLVC,0,0,0,D2,400m,,,,
Sarah Lonneman,,,,2019,GLVC,0,0,0,D2,400m,,,,
Abigail Arnold,,,,2019,GLVC,0,0,0,D2,400m,,,,
Hally Blackwell,,,,2019,GLVC,0,0,0,D2,400m,,,,
Dakota Gates,,,,2019,GLVC,0,0,0,D2,400m,,,,
Franchesca Laurencio,,,,2019,GLVC,0,0,0,D2,400m,,,,
Tiarah Phillips,,,,2019,GLVC,0,0,0,D2,400m,,,,
Anne Simpson,,,,2019,GLVC,0,0,0,D2,400m,,,,
Jaime Rhodes,,,,2019,GLVC,0,0,0,D2,400m,,,,
Jackie Eck,,,,2019,GLVC,0,0,0,D2,400m,,,,
Lauren Stephens,,,,2019,GLVC,0,0,0,D2,400m,,,,
Athena Lesiotis,,,,2019,GLVC,0,0,0,D2,400m,,,,
Ashleigh Macleod,,,,2019,GLVC,1,0,0,D2,800m,,,,
Shayna Phillips,,,,2019,GLVC,1,0,0,D2,800m,,,,
Gloria Esarco,,,,2019,GLVC,1,0,0,D2,800m,,,,
Madelyn Tepe,,,,2019,GLVC,0,0,0,D2,800m,,,,
Mickayla Wenzel,,,,2019,GLVC,0,0,0,D2,800m,,,,
Presley Warren,,,,2019,GLVC,0,0,0,D2,800m,,,,
Megan Line,,,,2019,GLVC,0,0,0,D2,800m,,,,
Courtney Bakken,,,,2019,GLVC,0,0,0,D2,800m,,,,
Emily Wiegel,,,,2019,GLVC,0,0,0,D2,800m,,,,
Taryn Christy,,,,2019,GLVC,0,0,0,D2,800m,,,,
Emma Brown,,,,2019,GLVC,0,0,0,D2,800m,,,,
Katie Alexander,,,,2019,GLVC,0,0,0,D2,800m,,,,
Taylor Burlis,,,,2019,GLVC,0,0,0,D2,800m,,,,
Kathryn Lofland,,,,2019,GLVC,0,0,0,D2,800m,,,,
Libby Price,,,,2019,GLVC,0,0,0,D2,800m,,,,
Lexi Yoggerst,,,,2019,GLVC,0,0,0,D2,800m,,,,
Yailene Leon,,,,2019,GLVC,0,0,0,D2,800m,,,,
Emily Harl,,,,2019,GLVC,0,0,0,D2,800m,,,,
Savannah Huben,,,,2019,GLVC,0,0,0,D2,800m,,,,
Casey Berberich,,,,2019,GLVC,0,0,0,D2,800m,,,,
Peyton Ali,,,,2019,GLVC,0,0,0,D2,800m,,,,
Ashley Lawhorn,,,,2019,GLVC,0,0,0,D2,800m,,,,
Alyssa VanCardo,,,,2019,GLVC,0,0,0,D2,800m,,,,
Hannah Stein,,,,2019,GLVC,0,0,0,D2,800m,,,,
Abbey Galusha,,,,2019,GLVC,0,0,0,D2,800m,,,,
Mickayla Wenzel,,,,2019,GLVC,1,0,0,D2,1500m,,,,
Lauren Bailey,,,,2019,GLVC,1,0,0,D2,1500m,,,,
Presley Warren,,,,2019,GLVC,1,0,0,D2,1500m,,,,
Taryn Christy,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Hope Jones,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Claire McCune,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Gemma Saathoff,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Gloria Esarco,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Madison Vauters,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Kassady Learn,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Katie McCune,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Ashleigh Macleod,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Emily Griesenauer,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Megan Line,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Ashley Lawhorn,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Hannah Shearer,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Gaby Sanchez,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Erica Lindsay,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Savannah Huben,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Tori Bonnot,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Sarah Hamilton,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Peyton Ali,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Karly Gawarecki,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Emma Brown,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Jackie Eck,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Savannah Brannan,,,,2019,GLVC,0,0,0,D2,1500m,,,,
Vanessa Aniteye,,,,2019,GNAC,1,0,0,D2,400m,,,,
Renate Bluschke,,,,2019,GNAC,0,0,0,D2,400m,,,,
Marie Ries,,,,2019,GNAC,1,0,0,D2,400m,,,,
Savannah Smith,,,,2019,GNAC,1,0,0,D2,400m,,,,
Tylantiss Atlas,,,,2019,GNAC,0,0,0,D2,400m,,,,
Olivia Woods,,,,2019,GNAC,0,0,0,D2,400m,,,,
Danielle McCormick,,,,2019,GNAC,0,0,0,D2,400m,,,,
Sophie Dodd,,,,2019,GNAC,0,0,0,D2,400m,,,,
Alana Mussatto,,,,2019,GNAC,0,0,0,D2,400m,,,,
Bryce West,,,,2019,GNAC,0,0,0,D2,400m,,,,
Rebecca Troescher,,,,2019,GNAC,0,0,0,D2,400m,,,,
Karlie Hurley,,,,2019,GNAC,0,0,0,D2,400m,,,,
Erykah Weems,,,,2019,GNAC,0,0,0,D2,400m,,,,
Noelia Juarez,,,,2019,GNAC,0,0,0,D2,400m,,,,
Grace Bley,,,,2019,GNAC,0,0,0,D2,400m,,,,
Grayson Burke,,,,2019,GNAC,0,0,0,D2,400m,,,,
Jasmyne Neria,,,,2019,GNAC,0,0,0,D2,400m,,,,
Bethanie Altamirano,,,,2019,GNAC,0,0,0,D2,400m,,,,
Sidney Trinidad,,,,2019,GNAC,0,0,0,D2,400m,,,,
D'Rhema Alston,,,,2019,GNAC,0,0,0,D2,400m,,,,
Mairin Shields-Brown,,,,2019,GNAC,0,0,0,D2,400m,,,,
Ronni VanZant,,,,2019,GNAC,0,0,0,D2,400m,,,,
Katie Collins,,,,2019,GNAC,0,0,0,D2,400m,,,,
Adrianna Klassen,,,,2019,GNAC,0,0,0,D2,400m,,,,
Maddie Misi,,,,2019,GNAC,0,0,0,D2,400m,,,,
Danielle McCormick,,,,2019,GNAC,1,1,0,D2,800m,,,,
Sophie Dodd,,,,2019,GNAC,1,1,0,D2,800m,,,,
Alana Mussatto,,,,2019,GNAC,1,1,0,D2,800m,,,,
Olivia Woods,,,,2019,GNAC,0,0,0,D2,800m,,,,
Caroline Kurgat,,,,2019,GNAC,0,0,0,D2,800m,,,,
Ruth Cvancara,,,,2019,GNAC,0,0,0,D2,800m,,,,
Paige Nock,,,,2019,GNAC,0,0,0,D2,800m,,,,
Mairin Shields-Brown,,,,2019,GNAC,0,0,0,D2,800m,,,,
Nancy Jeptoo,,,,2019,GNAC,0,0,0,D2,800m,,,,
Krystal Kaufman,,,,2019,GNAC,0,0,0,D2,800m,,,,
Miryam Bassett,,,,2019,GNAC,0,0,0,D2,800m,,,,
Vanessa Aniteye,,,,2019,GNAC,0,0,0,D2,800m,,,,
Lily Tyrrell,,,,2019,GNAC,0,0,0,D2,800m,,,,
Sidney Trinidad,,,,2019,GNAC,0,0,0,D2,800m,,,,
Emily Chilton,,,,2019,GNAC,0,0,0,D2,800m,,,,
Yvonne Jeschke,,,,2019,GNAC,0,0,0,D2,800m,,,,
Megan Roxby,,,,2019,GNAC,0,0,0,D2,800m,,,,
Julia Howley,,,,2019,GNAC,0,0,0,D2,800m,,,,
Adrianna Klassen,,,,2019,GNAC,0,0,0,D2,800m,,,,
Heidi Nisly,,,,2019,GNAC,0,0,0,D2,800m,,,,
Elizabeth Thompson,,,,2019,GNAC,0,0,0,D2,800m,,,,
Nicole Pederson,,,,2019,GNAC,0,0,0,D2,800m,,,,
Waverly Shreffler,,,,2019,GNAC,0,0,0,D2,800m,,,,
Shawnee Konrad,,,,2019,GNAC,0,0,0,D2,800m,,,,
Shayla Solomon,,,,2019,GNAC,0,0,0,D2,800m,,,,
Caroline Kurgat,,,,2019,GNAC,1,0,0,D2,1500m,,,,
Julia Howley,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Miryam Bassett,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Kate Lilly,,,,2019,GNAC,1,0,0,D2,1500m,,,,
Danielle McCormick,,,,2019,GNAC,1,0,0,D2,1500m,,,,
Nancy Jeptoo,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Sophie Dodd,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Dania Holmberg,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Kaylee Mitchell,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Ruth Cvancara,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Alexa Shindruk,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Megan Roxby,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Rebecca Lehman,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Elizabeth Thompson,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Aundrea Koger,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Shawnee Konrad,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Olivia Willett,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Lily Tyrrell,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Krystal Kaufman,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Paige Nock,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Grace Knapp,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Chelsea Ribeiro,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Claire Noort,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Jane Barr,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Heidi Nisly,,,,2019,GNAC,0,0,0,D2,1500m,,,,
Mya Jackson,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Ukeyvia Beckwith,,,,2019,Peach Belt,1,0,0,D2,400m,,,,
Abigail Kirkland,,,,2019,Peach Belt,1,0,0,D2,400m,,,,
Cort'Nasha Mutcherson,,,,2019,Peach Belt,1,0,0,D2,400m,,,,
Aleah Johnson,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Maddy Kenyon,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Paris Warner,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Chaviya Jackson,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Charissa Bacon,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Britney Chambers,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Imani Arnold,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Essence Scott,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Semia Houston,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Breona Butts,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Aril Huckleberry,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Jayla Ferris,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Sarah Hossack,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Jasmine Radford,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Morgan Jones,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Sara Towers,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Morgan Mitchell,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Quanterra Harrison,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Katie Schwind,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Skylar Ackerman,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Sierra Glenn,,,,2019,Peach Belt,0,0,0,D2,400m,,,,
Kristen Metcalfe,,,,2019,Peach Belt,1,1,0,D2,800m,,,,
Ukeyvia Beckwith,,,,2019,Peach Belt,1,0,0,D2,800m,,,,
Maddy Kenyon,,,,2019,Peach Belt,0,0,0,D2,800m,,,,
Imani Arnold,,,,2019,Peach Belt,0,0,0,D2,800m,,,,
Aleah Johnson,,,,2019,Peach Belt,1,0,0,D2,800m,,,,
Kuepper Feehan,,,,2019,Peach Belt,0,0,0,D2,800m,,,,
Camryn Bridges,,,,2019,Peach Belt,0,0,0,D2,800m,,,,
Jastonie Hill,,,,2019,Peach Belt,0,0,0,D2,800m,,,,
Na'ilah Allen,,,,2019,Peach Belt,0,0,0,D2,800m,,,,
Nicole Kvitkauskaus,,,,2019,Peach Belt,0,0,0,D2,800m,,,,
